abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,livingArea,description,dateSold,daysOnZillow,price,lastSoldPrice,yearSold
60 NW 87th Ave,Portland,97229,3.0,3.0,1968.0,"Amazingly maintained 4 bedroom, 3 bathroom home in the NW Hills of Portland. Enjoy the scenery Oregon provides in this home with costal mountain ranges, a wonderful view of the valley and breath taking sunset views! This home boasts 2 wood burning fireplaces & a heat stove, as well as built in  double ovens, one being convection. You are sure to have plenty of storage, garage features additional storage with built in shelves! One year warranty included with the home sale.",2020-09-09 00:06:40,320.0,510000,510000,2020
10582 SW Windwood Way,Portland,97225,3.0,2.0,2082.0,"This upscale townhome has been meticulously maintained & is sure to impress with its luxury amenities & easy lifestyle. Premier location backs to tranquil setting w gorgeous views & privacy.  Gourmet kitchen w/large granite island & ample countertop space opens to living room w/hardwoods & cozy fireplace. Master suite w/walk-in & soak tub. Lower level perfect for media rm, or possible 3rd bed.  Enjoy walking trails & resort style pool & club house. Convenient location to Nike, Intel & Transit",2020-09-09 00:06:40,320.0,526000,526000,2020
1654 N Alberta St,Portland,97217,2.0,3.0,1933.0,"This wonderful Overlook bungalow is in great condition and ready to move in.  Recent updates include roof, bathroom remodeling,  basement with egress window finished by TerraFirma and plumbed for kitchen, new flooring downstairs and backyard oasis with large patio and turf yard. Fully finished basement features family room, bedroom, bathroom with tile shower and laundry. [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10186335]",2020-09-18 00:46:40,311.0,572000,572000,2020
3982 NW Banff Dr,Portland,97229,4.0,6.0,4151.0,"Bring your designer touches to this great house, ideal for multi-generational or active households set on a quiet lot in this great neighborhood. Spacious master suite & bedrooms up w/ laundry room upstairs too.Main floor has an office, large kitchen, eating area & family room plus formal living and dining. Downstairs a second family room w/wetbar and potential second kitchen, bedroom, bonus room and large storage room. The possibilities are endless, home theater, gym, mother-in-law apartment.",2020-08-27 23:13:20,332.0,610000,610000,2020
7236 N Concord Ave,Portland,97217,2.0,3.0,2309.0,"This sweet Arbor Lodge Bungalow is move-in ready with a classic 1920's floor plan and modern era updates. Hardwoods, fir floors, original trim & doors, updated kitchen & baths, super natural light, new windows, fireplace and massive potential in tall ceiling basement. Easy care yard with rain garden, patio & detached garage.  Excellent storage too!  Welcome Home. [Home Energy Score = 6. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10185897]",2020-09-16 23:46:40,312.0,570500,570500,2020
10235 NW Leahy Rd,Portland,97229,2.0,3.0,2339.0,"This cottage in the woods will entrance you! Home lives large with many wonderful, updated spaces - kitchen with stainless steel appliances and cherry cabinets - updated bathroom on the main. Daylight basement walks out to a gorgeous backyard. Just under a half acre with a creek, gardens and forest - in the middle of NW Portland! Oversized garage with lots of storage, garden shed and fire pit area. Excellent Beaverton schools and easy location for downtown Portland, Hwy 217 and shopping.",2020-08-27 01:00:00,333.0,535000,535000,2020
3100 NW Wilson St,Portland,97210,2.0,3.0,1693.0,"Amazing opportunity in prime NW Portland location. Split level home with open living floor plan, large lower master, chefs kitchen, wood floors, 2 wood burning fireplaces, attached garage, and spacious backyard with industrial PDX views and hot tub. Walking distance to everything NW Portland has to offer, including Slab Town, 23rd Ave, Lower Macleay Park & Forest Park trails. The Best of NW PDX living!",2020-09-10 01:06:40,319.0,625000,625000,2020
14419 NW Evergreen St,Portland,97229,4.0,4.0,3405.0,"Don't wait to visit this move-in ready Bethany home in Oak Meadows Estates! Accommodating floor plan, with hardwoods throughout, and fresh paint inside & out! Kitchen has been updated with slab granite counter tops, subway-tile, and stainless-steel appliances. Large Owners Suite includes walk-in closet and spacious bath. Lower level has expansive bonus/family room, 4th and potential 5th bedroom, and a slider to the fenced backyard. All within moments of Findley Elementary and Bethany shops!",2020-08-27 01:00:00,333.0,640000,640000,2020
3910 N Lombard St,Portland,97217,2.0,3.0,2448.0,"O, Lovely Belle of Lombard! Bright oak hardwoods invite you in and the stunner of a modern remodel says pull up, hang out, you're home. Not a surface left untouched, this turnkey gem on the corner is ready. Check the light and cozy living room, fireplace, sweetie sun room w/french doors, generous kitchen, spacious bedrooms, amazing closet space and mega charm throughout. Icing on the cake? A perfect patio + ADU potential in the large detached garage w/ loft AND exterior basement entrance.",2020-09-13 23:33:20,315.0,567500,567500,2020
9897 SW West Haven Dr,Portland,97225,3.0,4.0,2461.0,"Beautiful neighborhood, light and bright home in outstanding location! Spacious and inviting floor plan includes great room, main floor den/ office and 4 bedrooms upstairs. Island kitchen is open to living room with maple cabinets & gas appliances. Huge master suite with spa quality master bath. Room to play on this sunny corner lot with fenced, level yard. extra storage upstairs.... borders to green space. 3 car garage. Conveniently located near restaurants, shopping, HWY, downtown and Sunset M",2020-08-27 01:00:00,333.0,575000,575000,2020
5801 N Yale St,Portland,97203,2.0,3.0,1441.0,"Wonderful ranch in University Park! Spacious layout with plenty of room to work, play and live. Picture windows, lots of light. Shiny hardwoods, great functional kitchen. Bonus entertaining space with reclaimed wood bar and built-in keg with sliders to a  huge, double lot w/ verdant yard and garden. Custom storage/garden shed, outdoor bar, and quaint spots to enjoy outside. Newly updated bathroom, new carpet, fresh paint, clean and well-loved. Nearby U of P, parks, New Seasons, schools and more.",2020-08-30 23:26:40,329.0,525000,525000,2020
2805 NW Upshur St APT J,Portland,97210,2.0,2.0,1158.0,"Beautifully remodeled end unit in a charming urban retreat just mins to Forest Park.  Featuring all cork & Brazilian cherry floors, new lighting, freshly painted, fireplace, energy efficient heating & cooling, new kitchen, new appliances, double wall convection ovens, cabinet lighting & large island with 5 burner cook top, ducted hood & bar seating.  This 2 bedroom townhouse has 2 large private patios and lush common grounds.  End unit with no one above or below you.  WalkScore 92 LOCATION!",2020-09-01 00:26:40,328.0,480000,480000,2020
10595 NW Flotoma Dr,Portland,97229,3.0,5.0,2424.0,"Beautiful Daylight Ranch in close-in NW neighborhood on 1/4 acre lot! This home has 5 beds, 3 baths, formal living room, & lower-level family room. Enjoy a spacious kitchen w/SS appliances & chef's island. Master on main w/ newly remodeled en suite bathroom. Oak floors, two fireplaces, & smart features. New interior & exterior paint w/ many other updates! Fabulous yard w/ huge sport court, mature landscaping, garden, trex deck, & covered patio w/ tv! Top schools, shopping, near MAX & HWY 26/217!",2020-08-27 01:00:00,333.0,650000,650000,2020
1801 N Willamette Blvd,Portland,97217,2.0,3.0,1750.0,"Impeccable charm in the city! 3/2 Historic Farmhouse w/ fully fenced yard and oversized detached garage in the heart of tranquil Overlook Neighborhood. Many upgrades after  studs out foundation up remodel in 2010 including new SS appliances, A/C, outdoor deck and spa, exterior paint, patio and walks, seismic strapping, and more. Bike NoPo and enjoy countless restaurants, grocery stores and parks. RV hookup to 30A power on new 70ft driveway and room to  park. ""Urban Oasis"" w/ample outdoor living!",2020-08-30 23:26:40,329.0,570000,570000,2020
10350 SW Washington St,Portland,97225,3.0,5.0,2286.0,"Quiet neighborhood, close to Sunset MAX, 217, Timberland Town Center! (Multiple routes to dwntwn or high-tech corridor) Almost 1/3 acre, beautifully wooded. RV parking. 5 beds, 3 full baths. Open, vaulted, private. One bedroom converted to studio/workroom; ideal for home business. 2 staircases leading up: each has two beds, a bath and large laundry on one side. Note: small bonus level with two small rooms (not incl. in sq.ftg). Multi-generational, housemates, etc? 2 water heaters.",2020-08-26 00:00:00,334.0,585000,585000,2020
101 NW Macleay Blvd,Portland,97210,2.0,2.0,1942.0,"Fantastic Opportunity!Private hideaway nestled in the trees located in Portland's coveted West Hills!Walk to Washington park, NW 23rd shops and restaurants, and a quick commute to high tech corridor, NIKE, Intel, etc. Windows galore, a gorgeous sun room & expansive patio. Perfect for office space or an indoor garden! Peaceful and serene, this contemporary home features forest, trees & partial seasonal views. Great Value for the neighborhood!Very private, very cool, w no assoc fees!",2020-08-13 23:06:40,346.0,502765,502765,2020
7104 N Atlantic Ave,Portland,97217,2.0,3.0,1534.0,"Adorable vintage bungalow in fabulous Arbor Lodge!  This classic features 3 beds/2 baths, plus the perfect blend of vintage charm with all the right updates. Original trim, wood floors, great light, sweet kitchen, master suite, I could go on and on.  Lives large for it's size! Newer windows, furnace, roof & paint. Plenty of room to spread out in the finished basement, or in the gardeners dream yard with mature fruit trees and edible landscapes. Oh, and all this in the best neighborhood in NoPo!",2020-08-30 23:26:40,329.0,513000,513000,2020
1420 NW 122nd Ave,Portland,97229,3.0,4.0,1917.0,"Highly sought after neighborhood. Don't wait to see this newly remodeled beauty. New kitchen features Quartz counters w/Marble backsplash and KitchenAid appliances. Great room/Kitchen floor plan with french doors that open to a walk-out backyard boasting Plum, Pear, and Peach trees. New 2 yr HVAC, and Electric panel. Open Sat/Sun 7/18-19, 1-3. Social Distancing will be necessary.",2020-08-24 23:00:00,335.0,500000,500000,2020
6124 N Greeley Ave,Portland,97217,2.0,3.0,2102.0,"Arbor Lodge Cape Cod, blocks from Adidas campus! Meticulously updated, this home features a stunning Chef's Kitchen with gas stove, quartz counters, farmhouse sink & custom cabinetry that opens to spacious back patio - perfect for entertaining! Main level with gleaming hardwood floors, updated bathrm and spacious bedrm! Additional living space in basement, with separate entrance, includes living room w/a fire place, Full bathrm & a non-conforming 4th bedrm! [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10186047]",2020-08-27 01:00:00,333.0,575000,575000,2020
6142 N Mississippi Ave,Portland,97217,2.0,4.0,2556.0,"Piedmont English Tudor. You will fall in love with this stunning historic Original Portland ""Street of Dreams"" home with vintage details intact such as light fixtures & sconces, historical fireplace, coved ceilings, arched doorways & stunning hardwood floors! Stunning garden paradise. Updated Kitchen & major systems for peace of mind. Fantastic quiet location, one block from Peninsula Park and easy commute to downtown!",2021-03-26 00:53:20,122.0,615000,615000,2021
11489 NW Paulson Ln,Portland,97229,3.0,4.0,2714.0,"Great Room Floor Plan in Sought-After Bonny Slope on Corner Lot across from Green Space! 2,714 Sq. Ft., 4 BD + Den or 3BD + Den + Bonus (w/ Closet), 3 Full Bathrooms! 2011 Noyes-Built home - Flexible Living Space w/ Full Bathroom-on-Main adjacent to the Den. 10' Ceilings-on-Main! Gourmet Kitchen w/ Stainless Steel & Gas Appliances, Granite Counters. Spacious Master Suite Retreat w/ 15' x 10' Walk-in Closet! Private Backyard w/ Custom Paver Patio. 2-Car Garage w/ Storage. Washer/ Dryer Included.",2020-08-24 23:00:00,335.0,619000,619000,2020
1132 SW 19th Ave UNIT 304,Portland,97205,2.0,2.0,1102.0,"The finest in city living is yours at the luxurious Legends Condominiums. The perfect urban location:Stroll to NW 23rd or downtown, and just 1 block to MAC, Providence Park,  and MAX. This light-filled corner home is lovingly renovated with stone, tile, granite, French doors and more.  High ceilings and sweeping city views make this unit live large. A small building with amenities not found in buildings twice the size: concierge, gym, theater, party rooms and guest suite.  Come home to the best!",2020-08-10 00:40:00,350.0,650000,650000,2020
1700 NW Saltzman Rd,Portland,97229,3.0,4.0,3264.0,"Spacious house on private 0.30 ac lot at heart of Cedar Mill. Amazing price at great location. Mins to NIKE, INTEL, Sunset Transit, hwy 217 & 26. Master bath is fully remodeled. All windows and patios doors are updated. New tankless water heater and new high efficiency furnace. Solar tubes added tons of natural light throughout.Fully furnished worth value $40,000. Turnkey investment property with net income > $3,000/mth.",2020-08-19 01:20:00,341.0,580000,580000,2020
7326 N Omaha Ave,Portland,97217,3.0,3.0,2351.0,A wonderful opportunity to live on N Omaha AVE. Property has been updated. Options for multi generational living. ADU possibilities with separate entrance to basement. Some gorgeous details inside this home. Property is being sold as is,2020-08-27 01:00:00,333.0,498000,498000,2020
